Artist_Name,Track_Name,Class,Genre,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Mode,Liveness,Valence,Tempo_bpm,Duration_ms,Time_Signature
Alien Ant Farm,Smooth Criminal,9,Pop,75.0,0.653,0.964,-4.261,0.0582,0.00316,0,0.144,0.87,126.928,209267.0,4
Live,Selling The Drama,10,Rock,57.0,0.45,0.914,-6.741,0.0647,0.0106,1,0.101,0.336,124.42,208293.0,4
Something Corporate,Punk Rock Princess,10,Rock,51.0,0.522,0.881,-5.231,0.0847,0.00303,1,0.0939,0.369,130.084,232200.0,4
Buzzcocks,Ever Fallen in Love (With Someone You Shouldn't've)?,10,Rock,64.0,0.266,0.831,-9.07,0.0453,0.000862,1,0.0555,0.778,175.514,163693.0,4
Enamour,Dragonfly,9,Pop,32.0,0.754,0.795,-9.793,0.0384,0.0186,0,0.0852,0.21,122.007,259606.0,4
mehro,chance with you,9,Pop,52.0,0.562,0.494,-8.13,0.0278,0.864,0,0.153,0.383,144.104,215516.0,4
Christian L√∂ffler,Pastoral,1,Alt Music,55.0,0.163,0.191,-20.924,0.0365,0.937,1,0.0961,0.0335,105.104,220630.0,3
Mark Ronson,Uptown Funk (feat. Bruno Mars) - Radio Edit,9,Pop,48.0,0.823,0.66,-4.698,0.103,0.00681,1,0.269,0.956,114.489,228493.0,4
Rosie Flores,Simple Case of the Blues,2,Blues,38.0,0.65,0.63,-6.787,0.04,0.278,0,0.119,0.74,107.69,218747.0,4
Ayron Jones,Take Me Away,10,Rock,57.0,0.475,0.844,-4.448,0.0622,0.00012,0,0.221,0.554,156.136,246933.0,4
Dream Drop,Reckless Demon Youth,8,Metal,35.0,0.375,0.927,-5.385,0.123,0.000111,0,0.193,0.414,183.998,183040.0,4
Langston Hughes,I Have Known Rivers,5,HipHop,10.0,0.713,0.146,-14.163,0.54,0.784,1,0.212,0.474,89.267,66490.0,5
Abby Wolfe,Take It Slow,9,Pop,40.0,0.676,0.537,-7.974,0.0333,0.51,1,0.0898,0.388,88.001,181569.0,4
Eagles,Life in the Fast Lane - 2013 Remaster,10,Rock,72.0,0.667,0.755,-7.246,0.069,0.0966,1,0.0523,0.883,109.535,4.77033333,4
Die Apokalyptischen Reiter,Tiki,8,Metal,34.0,0.408,0.943,-5.247,0.129,0.0058,1,0.343,0.16,98.089,152252.0,4
Icon of Sin,Virtual Empire,8,Metal,33.0,0.494,0.958,-7.765,0.0511,0.0361,0,0.387,0.313,145.055,352943.0,4
Spirit Adrift,Supernaut,8,Metal,32.0,0.425,0.925,-6.246,0.105,2.22e-05,1,0.0973,0.313,118.066,282978.0,4
Shlomo Artzi,◊ú◊î◊¶◊ô◊ú ◊ê◊ï◊™◊ö,10,Rock,29.0,0.605,0.772,-6.679,0.0262,0.298,0,0.131,0.836,129.99,280360.0,4
Eric B. & Rakim,Microphone Fiend,5,HipHop,48.0,0.586,0.795,-8.71,0.258,0.354,1,0.187,0.694,94.101,314600.0,4
"Kayla Nicole, Taylor Girlz",Bundles (feat. Taylor Girlz),9,Pop,78.0,0.939,0.682,-5.931,0.306,0.00152,1,0.0552,0.584,130.022,2.5801,4
The Rapture,How Deep Is Your Love?,10,Rock,52.0,0.472,0.826,-3.938,0.0594,0.000617,0,0.187,0.132,122.326,385920.0,4
A Day To Remember,All I Want,10,Rock,64.0,0.349,0.981,-3.228,0.141,2.58e-05,0,0.343,0.207,160.042,202640.0,4
Morgan Evans,Love Is Real,4,Country,58.0,0.645,0.732,-5.089,0.0453,0.00853,1,0.198,0.708,95.02,2.716216667,4
Habalyanim,◊©◊ï◊ë◊ô◊†◊ô◊°◊ò,10,Rock,15.0,0.522,0.769,-5.841,0.191,0.104,0,0.0643,0.793,189.803,240307.0,4
Wilco,Random Name Generator,6,Indie,39.0,0.621,0.962,-6.469,0.0454,0.282,1,0.132,0.653,143.99,229489.0,4
DOECHII,Yucky Blucky Fruitcake,9,Pop,71.0,0.597,0.617,-7.482,0.282,0.463,0,0.66,0.889,97.923,4.592,4
Gabi Shoshan,◊ô◊ú◊ì◊î ◊ß◊ò◊†◊î,10,Rock,27.0,0.688,0.544,-11.393,0.037,0.576,0,0.0894,0.633,135.231,240693.0,4
Brothers Osborne,I Don't Remember Me (Before You),4,Country,61.0,0.614,0.614,-7.497,0.0314,0.104,0,0.104,0.598,146.03,3.211333333,4
Zero 9:36,Come Thru,10,Rock,51.0,0.613,0.86,-4.065,0.0425,0.0247,1,0.438,0.638,93.042,177227.0,4
Róisín O,Lose You to Love Me,0,Acoustic/Folk,47.0,0.349,0.0929,-15.315,0.0529,0.944,1,0.0864,0.293,176.177,3.96591667,3
DIIV,Skin Game,10,Rock,43.0,0.484,0.754,-6.326,0.0383,0.00011,0,0.123,0.399,124.971,265467.0,4
The Swellers,The Best I Ever Had,10,Rock,49.0,0.359,0.983,-3.69,0.0864,9.09e-05,0,0.335,0.486,193.042,239560.0,4
Stalos & Oren Chen,◊ñ◊î ◊ú◊ê ◊¢◊ï◊©◊î ◊ú◊ô ◊õ◊ú◊ï◊ù,9,Pop,25.0,0.681,0.929,-4.071,0.0324,0.214,1,0.0375,0.793,109.982,229933.0,4
Emery,Walls,10,Rock,46.0,0.274,0.915,-5.259,0.167,0.0139,0,0.161,0.419,169.161,203707.0,4
Lionel Richie,Stuck On You - Live,9,Pop,22.0,0.439,0.682,-9.044,0.042,0.113,1,0.973,0.345,142.113,4.33955,4
Oren Barzilay,◊®◊ß ◊ê◊ï◊™◊ö,10,Rock,17.0,0.636,0.616,-9.267,0.0589,0.0521,1,0.192,0.48,82.99,207030.0,4
Foo Fighters,All My Life,10,Rock,73.0,0.577,0.604,-5.703,0.0495,0.000218,1,0.477,0.637,167.719,263440.0,4
Gucci Mane,Jumped Out the Whip (feat. A$AP Rocky),5,HipHop,43.0,0.811,0.46,-5.924,0.351,0.0694,1,0.13,0.4,141.937,216373.0,4
"Luiz Bonfá, Panos Megarchiotis",Passeio No Rio - Arranged by Carlos Barbosa-Lima,7,Instrumental,40.0,0.571,0.158,-16.835,0.0779,0.964,1,0.108,0.308,114.315,3.068233333,4
Concha Piquer,Ojos verdes,9,Pop,35.0,0.658,0.12,-9.397,0.136,0.983,0,0.101,0.278,104.208,198213.0,3
Supergrass,"Tales of Endurance, Pt. 4, 5 & 6",1,Alt Music,53.0,0.282,0.648,-7.604,0.0291,0.012,0,0.216,0.117,91.536,331427.0,4
The New Respects,Trouble,10,Rock,43.0,0.516,0.7,-5.621,0.0631,0.0182,1,0.689,0.343,147.914,203187.0,4
Hadag Nahash,◊®◊°◊ô◊°◊ô◊ù ◊¢◊ú ◊î◊ó◊ï◊£,9,Pop,27.0,0.631,0.547,-8.488,0.119,0.35,0,0.113,0.719,164.988,204030.0,4
Julia Jacklin,Pressure To Party,6,Indie,48.0,0.471,0.811,-3.956,0.0389,0.000125,1,0.117,0.37,141.967,182307.0,4
Little G Weevil,Apple Picker (Acoustic),2,Blues,37.0,0.692,0.102,-11.721,0.061,0.818,1,0.337,0.475,114.136,336863.0,4
Lazy Queen,Self-care 101,10,Rock,17.0,0.415,0.774,-6.445,0.041,0.00403,1,0.205,0.466,87.415,320522.0,4
No Somos Marineros,Los Bajos Fondos,10,Rock,33.0,0.483,0.603,-9.907,0.0386,0.348,1,0.0911,0.0907,179.392,173107.0,3
Ghost Town Blues Band,Tip of My Hat (Live),2,Blues,33.0,0.799,0.73,-6.648,0.0414,0.29,1,0.975,0.898,120.336,268650.0,4
"Keethan, Pavitra Krishnan, Shravan Sridhar",Seher,0,Acoustic/Folk,34.0,0.315,0.565,-8.667,0.0369,0.65,1,0.107,0.0617,99.49,3.48,4
Amaranthe,Archangel,8,Metal,60.0,0.407,0.967,-7.104,0.0666,0.000316,1,0.089,0.227,180.027,203373.0,4
Acollective,Happiest of All Memorial Days,6,Indie,37.0,0.412,0.51,-8.276,0.0298,0.348,0,0.0787,0.23,147.904,281093.0,4
No Memories of Tomorrow,Graeme James,0,Acoustic/Folk,8.0,0.579,0.304,-14.271,0.0301,0.751,0,0.129,0.479,129.867,4.34655,4
The All-American Rejects,"Swing, Swing",9,Pop,68.0,0.553,0.717,-5.857,0.0318,6.48e-05,1,0.0385,0.318,127.947,233267.0,4
Nattali Rize,Indestructible,10,Rock,41.0,0.845,0.681,-4.693,0.111,0.265,0,0.0519,0.654,86.001,183694.0,4
Apoorva Krishna,Tinky Winky,6,Indie,13.0,0.293,0.877,-4.172,0.0486,0.0849,1,0.0787,0.87,171.47,317784.0,4
Ronnie Robinson Trio,Pent-Up House,7,Instrumental,38.0,0.674,0.335,-13.903,0.0444,0.885,1,0.101,0.662,168.741,2.303233333,3
Peled,◊ê◊ú◊§◊ô◊ù,5,HipHop,41.0,0.706,0.679,-5.392,0.0803,0.543,0,0.371,0.5,113.038,195699.0,4
Tay Money,Asthma Pump (with Flo Milli),5,HipHop,65.0,0.908,0.663,-4.032,0.359,0.0163,1,0.287,0.399,119.983,178973.0,4
Allegaeon,Concerto in Dm,8,Metal,35.0,0.556,0.969,-3.778,0.0402,0.000119,1,0.378,0.325,103.994,441035.0,4
Quami,Squeeze Me,5,HipHop,17.0,0.694,0.907,-3.854,0.0458,0.0765,1,0.13,0.573,114.98,290600.0,4
Oasis,Whatever,6,Indie,56.0,0.247,0.913,-2.437,0.0388,0.0418,1,0.257,0.34,91.157,382267.0,4
Ghost Iris,Coda,8,Metal,43.0,0.489,0.994,-2.236,0.113,2.05e-05,0,0.333,0.218,90.015,243000.0,4
Slowdive,Alison,6,Indie,60.0,0.276,0.449,-11.428,0.0375,0.00782,1,0.108,0.278,101.687,230987.0,4
Billie Eilish,I Didn't Change My Number,9,Pop,77.0,0.849,0.48,-5.835,0.226,0.612,1,0.295,0.677,142.021,2.64105,4
Garbage,Wolves - Edit,10,Rock,18.0,0.484,0.956,-6.388,0.0357,2.59e-05,0,0.257,0.643,145.004,219541.0,4
Britney Spears,Liar,9,Pop,40.0,0.59,0.776,-5.272,0.0705,0.00705,0,0.414,0.81,159.946,3.276883333,4
Ruff Sqwad,Functions On the Low,5,HipHop,37.0,0.737,0.649,-7.709,0.142,0.816,0,0.201,0.579,139.961,282067.0,4
Shlomo Artzi,◊©◊ô◊†◊ï◊ô◊ô ◊û◊ñ◊í ◊î◊ê◊ï◊ï◊ô◊®,10,Rock,32.0,0.543,0.606,-10.46,0.0361,0.312,0,0.374,0.833,86.537,340680.0,4
Manal,Casa Con Diez Pinos,2,Blues,34.0,0.528,0.563,-6.975,0.041,0.706,1,0.149,0.652,168.403,254467.0,3
The Black Keys,Little Black Submarines,10,Rock,67.0,0.365,0.466,-7.514,0.0418,0.161,1,0.106,0.487,95.163,251267.0,4
Noah Cyrus,July,9,Pop,83.0,0.708,0.186,-8.953,0.042,0.868,0,0.0779,0.322,72.541,156106.0,4
Tomberlin,Wasted,6,Indie,55.0,0.765,0.563,-9.765,0.0397,0.422,1,0.142,0.703,93.073,149423.0,4
The Yardbirds,Over Under Sideways Down - The Mono Album,6,Indie,46.0,0.529,0.861,-10.581,0.0784,0.292,1,0.314,0.387,96.52,142507.0,4
Wolfmother,Woman,10,Rock,60.0,0.191,0.948,-3.496,0.217,2.78e-05,0,0.0945,0.215,150.753,175667.0,4
Led Zeppelin,No Quarter - Remaster,10,Rock,56.0,0.339,0.34,-14.377,0.0385,0.657,1,0.375,0.117,142.362,419133.0,4
Hollow Front,Falling Apart,10,Rock,48.0,0.534,0.979,-3.645,0.0987,0.00292,0,0.256,0.236,119.993,244000.0,4
The Beatles,I Want To Hold Your Hand - Remastered 2015,10,Rock,72.0,0.49,0.715,-5.549,0.0476,0.386,1,0.311,0.866,130.726,145747.0,4
Beloved,Only Our Faces Hide,10,Rock,30.0,0.361,0.954,-4.097,0.0575,2e-05,1,0.309,0.176,172.944,232853.0,4
The Cult,She Sells Sanctuary,10,Rock,69.0,0.55,0.765,-8.684,0.0287,4.76e-06,1,0.132,0.419,139.46,252533.0,4
Carach Angren,Franckensteina Strataemontanus,8,Metal,39.0,0.57,0.916,-6.899,0.043,0.00439,1,0.135,0.359,100.041,183008.0,4
Damien,To The Moon,5,HipHop,49.0,0.375,0.0412,-21.749,0.0444,0.995,1,0.107,0.127,100.74,171000.0,4
Fleshkiller,Parallel Kingdom,8,Metal,20.0,0.45,0.977,-4.172,0.122,4.26e-06,1,0.414,0.256,130.009,266222.0,3
Robert Counts,What Do I Know (feat. HARDY),10,Rock,52.0,0.533,0.589,-6.14,0.0299,0.0405,1,0.111,0.351,140.049,208418.0,4
Edgar Winter's White Trash,Keep Playin' That Rock 'n' Roll,2,Blues,16.0,0.695,0.864,-9.509,0.0344,0.0935,1,0.222,0.962,129.613,224707.0,4
Drake,What‚Äôs Next,5,HipHop,87.0,0.781,0.594,-6.959,0.0485,0.0136,0,0.162,0.0628,129.895,178154.0,4
Julia Kent,Carapace,1,Alt Music,31.0,0.479,0.325,-14.01,0.0333,0.161,0,0.104,0.222,132.046,211216.0,4
Michael Chapman,The Man Who Hated Mornings,2,Blues,33.0,0.551,0.58,-8.581,0.0363,0.493,1,0.213,0.473,63.321,247224.0,4
"Arthur ""Big Boy"" Crudup",My Mama Don't Allow Me,2,Blues,30.0,0.621,0.118,-14.222,0.0393,0.993,1,0.12,0.474,93.082,190041.0,4
Big Brother & The Holding Company,Piece of My Heart,10,Rock,69.0,0.443,0.727,-7.951,0.145,0.263,1,0.169,0.566,160.82,253333.0,4
Timothy Kay Band,I'll Know,7,Instrumental,51.0,0.445,0.159,-14.159,0.0419,0.924,1,0.113,0.155,68.868,5.01885,4
Cody Johnson,Sad Songs and Waltzes (with Willie Nelson),1,Alt Music,54.0,0.546,0.351,-8.279,0.0271,0.701,1,0.0997,0.283,105.79,211867.0,3
The Weeknd,Save Your Tears,9,Pop,93.0,0.68,0.826,-5.487,0.0309,0.0212,1,0.543,0.644,118.051,215627.0,4
SOJA,Something To Believe In,10,Rock,35.0,0.812,0.645,-5.044,0.0377,0.499,1,0.0793,0.724,139.974,209824.0,4
Best Friends Club,Evil Containment Wave (Part II),9,Pop,20.0,0.814,0.569,-13.422,0.0796,0.554,0,0.132,0.514,120.005,250000.0,4
Van Halen,Hot For Teacher,10,Rock,69.0,0.552,0.947,-4.671,0.15,0.000652,1,0.0637,0.465,127.631,282747.0,4
Johnny Adams,It Ain't The Same Thing,2,Blues,12.0,0.916,0.537,-9.303,0.0358,0.241,0,0.0549,0.908,106.951,252907.0,4
Olivia Lunny,Sad To See You Happy,9,Pop,56.0,0.643,0.648,-5.734,0.0428,0.0139,1,0.162,0.552,139.997,174921.0,4
Rand Aldo,Desert Parade,7,Instrumental,42.0,0.211,0.109,-18.827,0.0371,0.882,1,0.0965,0.144,106.225,3.14015,4
Merle Haggard,It's Not Love (But It's Not Bad),4,Country,35.0,0.659,0.281,-13.564,0.0268,0.189,1,0.112,0.518,108.287,3.35645,4
"Blxst, Tyga, Ty Dolla $ign",Chosen (feat. Ty Dolla $ign),9,Pop,82.0,0.571,0.767,-5.16,0.287,0.336,1,0.0809,0.605,93.421,2.69473333,4
MOSSS,Here If You Want (Pale Blue),6,Indie,54.0,0.761,0.6,-7.348,0.0765,0.269,1,0.108,0.557,96.015,199036.0,4
The Sounds,Painted By Numbers,10,Rock,47.0,0.475,0.807,-3.959,0.0332,0.0136,0,0.109,0.731,145.179,200000.0,4
The Lumineers,Ho Hey,9,Pop,75.0,0.682,0.471,-9.182,0.0301,0.765,1,0.0908,0.421,79.907,163133.0,4
Charlotte Day Wilson,Take Care of You (feat. Syd),6,Indie,63.0,0.683,0.486,-9.726,0.11,0.822,0,0.276,0.279,126.985,213071.0,4
Lower Than Atlantis,Had Enough,1,Alt Music,45.0,0.561,0.823,-4.851,0.097,0.0029,1,0.492,0.525,93.504,200760.0,4
Jeris Johnson,One Night,1,Alt Music,54.0,0.625,0.778,-7.207,0.0642,0.00921,1,0.103,0.961,160.039,163492.0,4
Andi,Over,9,Pop,65.0,0.522,0.531,-6.459,0.215,0.093,0,0.43,0.149,94.225,153244.0,4
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",10,Rock,80.0,0.601,0.532,-9.119,0.0286,0.432,1,0.0925,0.341,136.571,4.69355,4
The Ben Webster Quintet,Makin' Whoopee,7,Instrumental,40.0,0.529,0.0582,-19.131,0.0617,0.883,1,0.116,0.357,93.486,4.53155,4
The Allergies,Get Yourself Some,2,Blues,30.0,0.731,0.647,-7.937,0.0355,0.00487,0,0.34,0.879,108.017,180707.0,4
Kings of Leon,Echoing,10,Rock,58.0,0.293,0.778,-5.581,0.034,0.0147,1,0.102,0.24,147.882,217347.0,4
Shubha Mudgal,Awakning Main Sutti,0,Acoustic/Folk,1.0,0.276,0.659,-6.642,0.0352,0.00219,0,0.146,0.309,81.611,6.236083333,4
Galleons,Playing With Fire is Such a Clich√©,8,Metal,42.0,0.471,0.925,-4.633,0.0598,0.000254,1,0.356,0.0768,100.012,303000.0,4
Zara Larsson,Morning,9,Pop,34.0,0.619,0.631,-6.018,0.104,0.131,1,0.246,0.772,106.309,175305.0,4
A. K. Paul,Be Honest,6,Indie,38.0,0.806,0.197,-12.945,0.207,0.252,1,0.0835,0.337,124.005,237027.0,4
Marilyn Manson,Third Day Of A Seven Day Binge,8,Metal,49.0,0.607,0.938,-3.072,0.0487,0.00228,1,0.149,0.65,110.014,266702.0,4
Hadag Nahash,◊°◊¢!,5,HipHop,40.0,0.83,0.819,-4.78,0.0686,0.00741,0,0.134,0.846,113.002,228117.0,4
Tori Harper,After Dark,0,Acoustic/Folk,46.0,0.647,0.512,-8.479,0.0381,0.856,1,0.134,0.0716,111.957,4.13833333,4
Saint Sister,Causing Trouble - Kormac Remix,1,Alt Music,50.0,0.306,0.54,-7.196,0.0414,0.625,1,0.152,0.147,75.382,227707.0,4
ISLAND,Do You Remember The Times,1,Alt Music,28.0,0.572,0.949,-3.498,0.0362,0.14,1,0.0705,0.607,138.013,224840.0,4
Don Henley,Sunset Grill,10,Rock,48.0,0.557,0.577,-12.175,0.027,0.0796,1,0.0604,0.445,91.877,379000.0,4
"Mukesh, Lata Mangeshkar",Aa Ab Laut Chalen,3,Bollywood,23.0,0.293,0.567,-7.705,0.0394,0.872,0,0.44,0.669,146.359,4.381783333,4
Ron Gallo,Kill the Medicine Man,1,Alt Music,32.0,0.41,0.823,-6.237,0.0655,0.0554,1,0.154,0.284,90.471,153717.0,4
Thieves Like Us,Drugs in My Body,6,Indie,45.0,0.689,0.657,-10.419,0.0449,0.00843,0,0.15,0.802,116.872,216600.0,4
"Car, the garden",A Kid From Bathroom,10,Rock,23.0,0.616,0.754,-3.887,0.0404,0.324,0,0.0897,0.484,113.959,163875.0,4
Sense Field,Dreams,10,Rock,23.0,0.505,0.659,-12.146,0.0256,0.0321,1,0.116,0.461,101.53,262600.0,1
Television,Venus,1,Alt Music,47.0,0.55,0.631,-11.493,0.0385,0.000898,1,0.0503,0.908,114.553,229027.0,4
"Earth, Wind & Fire",September,10,Rock,80.0,0.697,0.832,-7.264,0.0298,0.168,1,0.269,0.979,125.926,215093.0,4
The Foxies,Screws,10,Rock,38.0,0.576,0.829,-4.323,0.0593,0.00265,0,0.304,0.652,167.99,165323.0,4
AJ Tracey,Kukoƒç (feat. NAV),5,HipHop,68.0,0.741,0.851,-6.03,0.0672,0.207,0,0.296,0.84,141.987,195000.0,4
Type O Negative,Cinnamon Girl,8,Metal,45.0,0.484,0.913,-5.942,0.045,0.13,1,0.0992,0.465,99.052,248333.0,4
Avril Lavigne,Head Above Water,9,Pop,69.0,0.578,0.694,-5.351,0.0706,0.0112,1,0.102,0.268,129.921,220850.0,4
Tempa T,Next Hype - Instrumental,5,HipHop,19.0,0.869,0.761,-6.449,0.105,0.0016,1,0.0736,0.281,139.973,239640.0,4
Viscera,Lamb to the Slaughter,8,Metal,33.0,0.423,0.958,-5.251,0.188,2.46e-05,0,0.388,0.174,119.967,230500.0,4
Skating Polly,Hollywood Factory,1,Alt Music,30.0,0.605,0.722,-5.852,0.0517,0.47,1,0.104,0.961,124.711,175053.0,4
"Samuel Lindon, Ensemble Cordes De La Mer",La Tour - Orchestral Version,7,Instrumental,44.0,0.179,0.059,-18.992,0.0387,0.985,0,0.101,0.0845,74.702,2.320266667,4
Black Pumas,Colors,10,Rock,66.0,0.546,0.696,-6.537,0.0335,0.0887,1,0.195,0.596,89.882,246587.0,4
The Jesus and Mary Chain,April Skies,10,Rock,54.0,0.545,0.717,-6.869,0.036,0.00417,1,0.136,0.589,118.515,239621.0,4
Charlie Feathers,One Hand Loose,10,Rock,31.0,0.661,0.762,-9.581,0.038,0.792,1,0.121,0.911,89.292,144480.0,4
Chicocurlyhead,Modelo,5,HipHop,47.0,0.594,0.666,-5.237,0.211,0.565,0,0.0891,0.507,81.75,160244.0,4
Rochelle Jordan,Something,6,Indie,34.0,0.778,0.703,-5.978,0.0391,0.0193,0,0.069,0.493,126.015,239516.0,3
Nasty Cherry,Win,1,Alt Music,49.0,0.778,0.552,-5.987,0.0367,0.00661,1,0.0815,0.499,115.032,164203.0,4
Psymon Spine,Milk,6,Indie,34.0,0.765,0.476,-8.069,0.0969,0.213,0,0.106,0.598,107.004,254461.0,4
Power Trip,Executioner's Tax (Swing of the Axe),8,Metal,54.0,0.484,0.991,-4.028,0.0676,0.000289,0,0.359,0.559,167.035,225245.0,4
Nothing,Blue Line Baby,6,Indie,36.0,0.248,0.687,-6.233,0.0393,0.00224,1,0.0639,0.17,164.622,270853.0,4
Alien Sex Fiend,I Walk The Line,10,Rock,36.0,0.564,0.804,-11.786,0.0733,0.0311,1,0.0463,0.397,123.716,291600.0,4
Lush,Sweetness and Light,6,Indie,45.0,0.46,0.878,-7.903,0.0514,0.326,1,0.0967,0.34,109.903,317093.0,4
DJ Khaled,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",9,Pop,83.0,0.757,0.721,-2.906,0.0691,0.00196,0,0.647,0.364,124.036,165366.0,4
Remi Wolf,Photo ID (with Dominic Fike),6,Indie,67.0,0.747,0.822,-5.15,0.0893,0.192,1,0.288,0.862,115.937,207927.0,4
Data,Rapture,1,Alt Music,27.0,0.541,0.882,-3.929,0.219,0.158,0,0.079,0.423,142.867,218373.0,4
Paladin,The River Dragon Has Come,8,Metal,28.0,0.485,0.975,-4.956,0.0692,3.07e-05,1,0.0443,0.265,139.91,305052.0,4
Michael Kiwanuka,You Ain't The Problem,9,Pop,59.0,0.643,0.773,-7.998,0.0414,0.188,1,0.0986,0.653,124.538,249333.0,4
Death Valley Girls,Street Justice,1,Alt Music,25.0,0.324,0.948,-4.609,0.0522,8.85e-06,1,0.165,0.342,90.542,160587.0,4
MONOEYES,„É™„Ç∂„Éº„Éâ„Éû„É≥,10,Rock,40.0,0.472,0.862,-4.835,0.0324,2.49e-05,1,0.076,0.0956,94.984,247067.0,4
The Cult,She Sells Sanctuary,6,Indie,69.0,0.55,0.765,-8.684,0.0287,4.76e-06,1,0.132,0.419,139.46,252533.0,4
Tuna,◊û◊®◊§◊ß◊ô◊ù,5,HipHop,42.0,0.542,0.812,-6.485,0.107,0.0798,1,0.693,0.577,72.936,286470.0,4
Part-Time Friends,Paris en ao√ªt,6,Indie,37.0,0.709,0.554,-9.802,0.0734,0.375,1,0.108,0.631,138.117,210147.0,4
Concha Piquer,Tatuaje,9,Pop,35.0,0.46,0.223,-8.974,0.138,0.995,0,0.253,0.306,78.306,188200.0,4
Arcade Fire,Wake Up,1,Alt Music,65.0,0.252,0.8,-4.845,0.0368,0.12,1,0.118,0.29,139.361,335333.0,4
Ana Alcaide,Elenion,7,Instrumental,40.0,0.701,0.204,-17.527,0.0406,0.964,0,0.0985,0.27,104.983,4.314666667,3
TDJ,Open Air,1,Alt Music,37.0,0.667,0.51,-10.133,0.0436,0.176,1,0.0857,0.16,141.077,251555.0,4
Britney Spears,Don't Let Me Be the Last to Know,9,Pop,57.0,0.633,0.755,-6.566,0.0421,0.158,1,0.273,0.729,138.96,3.848883333,4
Miri Mesika,◊ó◊ì◊©◊ï◊™ ◊ò◊ï◊ë◊ï◊™,9,Pop,15.0,0.437,0.469,-6.321,0.0293,0.73,0,0.104,0.369,139.824,177493.0,3
Institute,Bulletproof Skin,10,Rock,44.0,0.327,0.852,-4.798,0.0613,0.00295,1,0.12,0.222,180.075,265107.0,4
James Taylor,Fire and Rain - 2019 Remaster,10,Rock,73.0,0.597,0.271,-17.293,0.0394,0.766,1,0.0933,0.338,76.271,203613.0,4
James Otto,Just Got Started Lovin' You,4,Country,62.0,0.705,0.606,-7.047,0.0243,0.159,1,0.242,0.876,98.001,3.910666667,4
elegant slims,Not Human,10,Rock,46.0,0.52,0.815,-4.758,0.0488,0.00172,0,0.089,0.466,91.972,199387.0,4
Ms. Lauryn Hill,Lost Ones,5,HipHop,61.0,0.832,0.749,-6.129,0.37,0.0998,1,0.0837,0.65,94.899,333907.0,4
Goldfinger,Put The Knife Away,10,Rock,45.0,0.241,0.916,-3.9,0.168,0.000868,1,0.031,0.67,186.797,177924.0,4
Dire Straits,Money For Nothing,10,Rock,42.0,0.666,0.667,-9.305,0.0371,0.043,0,0.074,0.679,134.219,8.51555,4
Eyal Golan,◊û◊ê◊û◊ô,9,Pop,32.0,0.552,0.653,-4.52,0.0327,0.48,0,0.11,0.473,140.046,302466.0,4
Bleachers,Chinatown (feat. Bruce Springsteen),6,Indie,64.0,0.442,0.689,-5.289,0.0251,0.00458,1,0.11,0.208,89.001,247968.0,3
MAX RAD,Where Are We Now?,6,Indie,32.0,0.742,0.657,-10.579,0.105,0.0687,0,0.274,0.656,107.479,197477.0,4
The Faint,The Geeks Were Right,6,Indie,37.0,0.737,0.668,-6.261,0.0323,0.00405,0,0.385,0.961,131.009,176240.0,4
Kojaque,Town's Dead,10,Rock,45.0,0.529,0.746,-8.288,0.0649,0.0271,1,0.158,0.184,83.978,186334.0,4
Limp Bizkit,Take A Look Around,10,Rock,72.0,0.425,0.852,-5.607,0.046,0.0175,1,0.0935,0.512,101.968,321040.0,4
Freddie King,Going Down,2,Blues,59.0,0.565,0.526,-11.352,0.0365,0.0339,1,0.11,0.637,167.936,204333.0,4
Nick Hakim,QADIR - Single Version,6,Indie,29.0,0.766,0.488,-6.402,0.0595,0.257,0,0.155,0.582,142.035,241920.0,4
"Pritam, Arijit Singh","Hardum Humdum (From ""Ludo"")",3,Bollywood,50.0,0.59,0.821,-4.933,0.0444,0.346,1,0.454,0.784,116.942,3.133333333,4
Omer Adam,◊û◊ë◊ô◊ò ◊û◊î◊¶◊ì,9,Pop,36.0,0.715,0.755,-5.213,0.0534,0.501,0,0.0663,0.615,132.003,223760.0,4
Van Halen,Poundcake,8,Metal,39.0,0.487,0.948,-7.754,0.043,0.000662,1,0.0506,0.242,105.395,321707.0,4
The Who,Behind Blue Eyes,10,Rock,71.0,0.394,0.622,-8.258,0.0336,0.213,0,0.0892,0.342,126.844,221427.0,4
Garmarna,Tv√• Systrar,8,Metal,39.0,0.516,0.655,-9.428,0.0306,0.664,0,0.0891,0.19,120.028,352787.0,3
Caitlyn Smith,Cheap Date,9,Pop,54.0,0.587,0.299,-6.649,0.0327,0.853,1,0.149,0.184,96.657,190067.0,3
Leroy Carr,Papa's on the House Top,2,Blues,29.0,0.683,0.285,-12.101,0.0366,0.994,1,0.122,0.783,94.913,175400.0,4
Fickle Friends,Cosmic Coming of Age,6,Indie,46.0,0.603,0.674,-8.193,0.0591,0.139,1,0.116,0.732,93.004,204259.0,4
Trippie Redd,PILL BREAKER (feat. blackbear & Machine Gun Kelly),10,Rock,71.0,0.527,0.79,-6.268,0.0788,0.016,1,0.37,0.236,153.034,177059.0,3
